,Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
112386,225 Edgware Road Westminster Borough London W2 1JU United Kingdom,1485,10/31/2016,7.5,Hilton London Metropole, United Kingdom , The hotel is huge and very busy Breakfast was a bit of a nightmare and we queued for quite sometime as we had to wait for a table and then when we were in it was a fight to get food ,43,6977, The location for all things tourist Was great The tube station was right by as well The staff we friendly and helpful The room was a great size for a family of four,34,2,8.8,"[' Leisure trip ', ' Family with young children ', ' Superior Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",276 day,51.5195688,-0.170521
412539,Pla a de Llevant s n Sant Mart 08019 Barcelona Spain,488,5/30/2016,8.2,Hotel SB Diagonal Zero Barcelona 4 Sup, Canada , Location ,3,4645, Not located near the Rambla ,7,4,7.1,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",430 day,41.4111652,2.2192012
291297,Bryanston Street Marble Arch Westminster Borough London W1H 7EH United Kingdom,908,2/5/2016,8.5,Amba Hotel Marble Arch, Saudi Arabia , Nothing,2,3980, Staff housekeeping and location,5,7,10.0,"[' Leisure trip ', ' Family with young children ', ' Studio Apartment ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",545 day,51.5144004,-0.1565506
88575,2 Caxton Street Westminster Borough London SW1H 0QW United Kingdom,231,3/13/2016,8.9,St Ermin s Hotel Autograph Collection, United Kingdom ,No Negative,0,857, ALL staff are so friendly helpful informative will be back again thank you ,15,1,10.0,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 1 night ']",508 day,51.498905,-0.1339093
356826,King s Cross St Pancras International Station Pancras Road Camden London N1C 4TB United Kingdom,303,10/3/2015,8.9,Great Northern Hotel A Tribute Portfolio Hotel London, United Kingdom ,No Negative,0,1110, Great concept and attention to detail loved the stylish railway theme Our couchette room was cosy and very well done The stylish bar and service was perfect for a drink We had an early train to France the following day and the hotel location staff quality of room and service combined with the railway theme was the perfect start to our holiday The pantry at the end of the corridor is a great innovative idea and well stocked with quality English teas coffee and cakes I applaud everything about our stay My gorgeous girlfriend particularly liked the shower acoustics and mirror behind the head of the bed We would happily return,112,1,10.0,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",670 day,51.531427,-0.126133
398293,Paseo Garc a I Faria 69 71 Sant Mart 08019 Barcelona Spain,81,8/2/2016,7.5,Hotel Front Maritim, Germany , Room was very small and no mini cooler inside the room Room was not being cleaned every day we had to ask every time for it to be cleaned Towels offered had stains on them Bathroom was dirty Amenities that were advertised on web site Sona Turkish bath were not available at all We stayed there for 7 days and the sheet covers as well as the pillow covers were not changed the whole time ,77,747, The Hotel location was great very convenient and near almost everything The area is very safe and clean transportation is available ,23,5,4.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",366 day,41.4037972,2.213767
57063,150 Bayswater Road Kensington and Chelsea London W2 4RT United Kingdom,459,1/19/2016,8.4,DoubleTree by Hilton London Hyde Park, Portugal ,No Negative,0,2405, Everyone was exceptional in the hotel very helpful nice and efficient ,13,2,8.8,"[' Leisure trip ', ' Couple ', ' King Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",562 day,51.5100362,-0.190657
334978,Gro e Stadtgutgasse 31 02 Leopoldstadt 1020 Vienna Austria,79,2/8/2017,8.1,Hotel Vienna, United Kingdom , The room was too warm even for winter and with no obvious way of controlling it ,18,1044, The shower was amazing but messy The bed was very comfortable The hotel is in a good location for quickly getting into the city ,26,2,7.5,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",176 day,48.2196722,16.3863588
295253,Carburton Street Westminster Borough London W1W 5EE United Kingdom,542,1/12/2016,8.2,Holiday Inn London Regent s Park, Qatar ,No Negative,0,2266, Staff and comfort of room,6,1,7.5,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",569 day,51.5222472,-0.1426128
387320,Nieuwezijdskolk 19 Amsterdam City Center 1012 PV Amsterdam Netherlands,538,2/2/2016,8.2,Inntel Hotels Amsterdam Centre, United Kingdom ,No Negative,0,3342, The location Such a perfect location for everything across the road on one side is a shopping mall and so many interesting landmarks and across the road on the other side are more shops and avenues leading right next to red light district and dam square,47,1,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",548 day,52.3760456,4.8943917
463639,Stratton Street Mayfair Westminster Borough London W1J 8LT United Kingdom,581,4/5/2016,8.4,The May Fair Hotel, United Kingdom , The room was unbearably hot there was no dressing table with a plug to use hair appliances Lack of plug sockets in the room had to boil the kettle on the floor next to the door room 655,39,1994, Very Stylish hotel,4,1,9.2,"[' Leisure trip ', ' Couple ', ' Superior King or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",485 day,51.5078943,-0.1436707
400940,Passeig de Gracia 84 Eixample 08008 Barcelona Spain,393,8/9/2016,8.6,Royal Passeig de Gracia, Saudi Arabia , room was bad and depressing and there are no windows small and uncomfortable bed,15,3823, The location ,4,11,5.4,"[' Leisure trip ', ' Couple ', ' Comfort Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",359 day,41.3946775,2.162638
80635,19 25 Granville Place Marble Arch Westminster Borough London W1H 6PA United Kingdom,234,3/8/2016,8.0,Radisson Blu Edwardian Sussex, Australia , Very small room for the price I paid Had to pack my bags up a flight of stairs to get into the room not particularly safe in my opinion ,31,1295, The staff was excellent very friendly and helpful The breakfast was good and very consistent ,17,1,7.5,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Twin Room ', ' Stayed 2 nights ']",513 day,51.5144381,-0.1558337
469836,Van Leijenberghlaan 221 Zuideramstel 1082 GG Amsterdam Netherlands,148,12/13/2015,7.8,NH Amsterdam Zuid, United Kingdom , The sauna was broken the evening I wanted to use it ,13,1245, The staff were very helpful and friendly The hotel is quite clean and comfortable for business trips ,19,1,8.8,"[' Business trip ', ' Group ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",599 day,52.3266672,4.8800884
104433,21 rue de Dunkerque 10th arr 75010 Paris France,740,7/11/2017,7.4,Mercure Paris Terminus Nord, Lebanon , I happened to get an old room which was fine by me as i was only spending 1 night there to catch an early train however it was quite old and the carpet really needed changing ,38,5575, Excellent location a 1 minute walk from Gard du Nord Bathroom modern and clean Bed is comfortable Staff is helpful ,22,1,7.9,"[' Business trip ', ' Solo traveler ', ' Standard Room with 1 Double Bed ', ' Stayed 1 night ']",23 days,48.8794843,2.3556545
174899,4 Broad Court Bow Street Covent Garden Westminster Borough London WC2B 5QZ United Kingdom,294,7/3/2017,8.7,Fielding Hotel, United Kingdom , Everything was perfect,4,1271, Location was excellent Staff were so amazing and accomodating Quiet at night Room was very clean as was the bathroom The reception is open 24 hours you leave your key with them which actually works out great ,39,3,10.0,"[' Leisure trip ', ' Travelers with friends ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']",31 days,51.5139315,-0.1219893
189124,43 51 Wembley Hill Road Brent London HA9 8AU United Kingdom,540,11/3/2015,8.9,St George s Hotel Wembley, United States of America , No drop off point for loading unloading taxi No concierge service Payment required upfront and therefore no ability to cancel prepaid breakfast which I would not recommend for the price Only milk available for coffee vs creamer bedding was polyester blend and itchy The towels at Ibis across the street were softer ,54,2274, Location was prima Staff outstanding and free WiFi ,10,7,7.9,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",639 day,51.5553678,-0.2864945
294957,Carburton Street Westminster Borough London W1W 5EE United Kingdom,542,3/19/2017,8.2,Holiday Inn London Regent s Park, United Kingdom , Corridors and carpets very shabby ,7,2266,No Positive,0,1,7.1,"[' Leisure trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",137 day,51.5222472,-0.1426128
307226,Damrak 1 5 Amsterdam City Center 1012 LG Amsterdam Netherlands,973,9/19/2016,8.0,Park Plaza Victoria Amsterdam, Turkey ,No Negative,0,4820, The gentleman at the frontdesk was very helpful and even offered a complimentary upgrade for our stay The location was amazing We were very satisfied with Park Plaza Victoria Amsterdam ,32,7,9.6,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",318 day,52.377278,4.897818
1488,1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,1/15/2017,9.2,Apex Temple Court Hotel, United Kingdom ,No Negative,0,2619, Everything fantastic ,4,5,10.0,"[' Leisure trip ', ' Family with older children ', ' City King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",200 day,51.5137335,-0.1087512
340703,Herengracht 255 Amsterdam City Center 1016 BJ Amsterdam Netherlands,234,1/24/2016,9.3,The Hoxton Amsterdam, Denmark ,No Negative,0,1075, Great great great o ,6,1,10.0,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 6 nights ']",557 day,52.3718665,4.8873794
451354,Singel 303 309 Amsterdam City Center 1012 WJ Amsterdam Netherlands,834,11/9/2016,9.1,Hotel Esther a, Isle of Man ,No Negative,0,4687, A beautifully presented hotel with a superb ambience,9,1,9.6,"[' Leisure trip ', ' Couple ', ' Classic Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",267 day,52.3705447,4.8886439
90184,2 Rue Edouard VII 9th arr 75009 Paris France,82,4/23/2016,9.1,Hotel Indigo Paris Opera, Saudi Arabia ,No Negative,0,616, Very helpful receptionists exlant service,6,12,10.0,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",467 day,48.8704371,2.329236
147770,31 St Thomas Street Southwark London SE1 9QU United Kingdom,732,3/21/2016,9.4,Shangri La Hotel at The Shard London, United Kingdom , The staff were exceptional we was treated like kings and queens Would stay back here in a heart beat,20,2200, I can honestly say this was the best hotel we have ever stayed in,15,2,10.0,"[' Leisure trip ', ' Couple ', ' Superior Shard King ', ' Stayed 1 night ', ' Submitted from a mobile device ']",500 day,51.5044972,-0.0855562
128095,27 Devonshire Terrace Westminster Borough London W2 3DP United Kingdom,1243,7/16/2017,8.1,Park Grand Paddington Court, United Kingdom , To get to the room I had to take a convoluted route and if there had been a fire it would have been more stressful to get out ,30,6608,No Positive,0,1,7.5,"[' Business trip ', ' Solo traveler ', ' Deluxe Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",18 days,51.5135555,-0.180002
50098,140 Gloucester Road Kensington and Chelsea London SW7 4QH United Kingdom,528,4/7/2017,8.7,The Bailey s Hotel London, Malaysia , Soundproof is very poor Can literally hear footsteps from the floor above,13,2485, Basic clean room super convenient area,7,7,7.5,"[' Leisure trip ', ' Solo traveler ', ' Classic Single Room ', ' Stayed 2 nights ']",118 day,51.4938733,-0.1824963
407592,Piazza Gerusalemme 6 Sempione 20154 Milan Italy,323,3/20/2016,8.0,Hotel Mozart, Estonia , Air conditioning did not worked,6,4015, Breakfast room quality ,5,7,8.3,"[' Business trip ', ' Group ', ' Classic Twin Room ', ' Stayed 2 nights ']",501 day,45.4834133,9.1666361
216450,58 Shepherds Bush Green Hammersmith and Fulham London W12 8QE United Kingdom,690,7/26/2017,8.6,Dorsett Shepherds Bush, United Kingdom ,No Negative,0,2890, Room large enough and bed very comfortable Bathroom well appointed,11,3,8.3,"[' Leisure trip ', ' Couple ', ' Dorsett Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",8 days,51.5039399,-0.2244232
104108,21 Gower Street Camden London WC1E 6HG United Kingdom,122,9/26/2016,7.8,The Academy, United Kingdom , No drink making in room ,7,612,No Positive,0,5,7.5,"[' Group ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",311 day,51.5205441,-0.1308091
211494,53 Upper Street Islington London N1 0UY United Kingdom,429,4/5/2017,8.6,Hilton London Angel Islington, United Kingdom , no hairdryer in room,5,1462,No Positive,0,1,7.5,"[' Leisure trip ', ' Couple ', ' Double Guest Room ', ' Stayed 1 night ']",120 day,51.5360906,-0.1048176
